nom,cog,catpop,nom_propre,nom_propre_et_dep,taux_hlm_legal,taux_hlm_2015,nb_menages_2013,uc_par_menage,revenu_median_uc,decile_revenu,nb_res_secondaires
BEAUSEMBLANT,26041,Entre 1 000 et  3 499 habitants,Beausemblant,Beausemblant (26),,,550,1.99,20824,7,18
BEAUVOISIN,26043,Moins de 500 habitants,Beauvoisin,Beauvoisin (26),,,68,1.83,18271,3,11
BEGUDE-DE-MAZENC (LA ),26045,Entre 1 000 et  3 499 habitants,La Bégude-de-Mazenc,La Bégude-de-Mazenc (26),,,695,1.88,19644,5,147
BELLECOMBE-TARENDOL,26046,Moins de 500 habitants,Bellecombe-Tarendol,Bellecombe-Tarendol (26),,,40,1.70,0,10,29
BENIVAY-OLLON,26048,Moins de 500 habitants,Bénivay-Ollon,Bénivay-Ollon (26),,,36,1.68,0,10,22
BESAYES,26049,Entre 1 000 et  3 499 habitants,Bésayes,Bésayes (26),,,428,1.97,21391,7,15
BESIGNAN,26050,Moins de 500 habitants,Bésignan,Bésignan (26),,,28,1.56,0,10,14
BONLIEU-SUR-ROUBION,26052,Moins de 500 habitants,Bonlieu-sur-Roubion,Bonlieu-sur-Roubion (26),,,157,1.96,19733,5,10
BOUCHET,26054,Entre 1 000 et  3 499 habitants,Bouchet,Bouchet (26),,,547,1.99,20045,6,31
BOULC,26055,Moins de 500 habitants,Boulc,Boulc (26),,,61,1.85,11903,1,65
BOURG-DE-PEAGE,26057,Entre 10 000 et 19 999 habitants,Bourg-de-Péage,Bourg-de-Péage (26),,,4681,1.73,18264,3,61
BOURG-LES-VALENCE,26058,Entre 10 000 et 19 999 habitants,Bourg-lès-Valence,Bourg-lès-Valence (26),20.0,0.16,8473,1.81,19397,5,159
BOUVIERES,26060,Moins de 500 habitants,Bouvières,Bouvières (26),,,64,1.55,15585,1,43
BREN,26061,Entre 500 et 999 habitants,Bren,Bren (26),,,227,1.87,20778,7,23
BUIS-LES-BARONNIES,26063,Entre 1 000 et  3 499 habitants,Buis-les-Baronnies,Buis-les-Baronnies (26),,,1067,1.62,18246,3,311
CHABEUIL,26064,Entre 3 500 et 9 999 habitants,Chabeuil,Chabeuil (26),20.0,0.06,2760,1.94,21669,8,52
CHABRILLAN,26065,Entre 500 et 999 habitants,Chabrillan,Chabrillan (26),,,280,1.86,21517,8,42
CHAMALOC,26069,Moins de 500 habitants,Chamaloc,Chamaloc (26),,,53,1.88,17492,2,38
CHAMARET,26070,Entre 500 et 999 habitants,Chamaret,Chamaret (26),,,252,1.77,19327,5,69
CHANOS-CURSON,26071,Entre 1 000 et  3 499 habitants,Chanos-Curson,Chanos-Curson (26),,,432,1.94,22021,8,12
CHANTEMERLE-LES-BLES,26072,Entre 1 000 et  3 499 habitants,Chantemerle-les-Blés,Chantemerle-les-Blés (26),,,444,2.08,20558,7,23
CHAPELLE-EN-VERCORS (LA ),26074,Entre 500 et 999 habitants,La Chapelle-en-Vercors,La Chapelle-en-Vercors (26),,,320,1.70,19343,5,235
CHARCE (LA ),26075,Moins de 500 habitants,La Charce,La Charce (26),,,13,1.97,0,10,24
CHARENS,26076,Moins de 500 habitants,Charens,Charens (26),,,16,1.25,0,10,15
CHARMES-SUR-L'HERBASSE,26077,Entre 500 et 999 habitants,Charmes-sur-l'Herbasse,Charmes-sur-l'Herbasse (26),,,350,2.04,20795,7,40
CHARPEY,26079,Entre 1 000 et  3 499 habitants,Charpey,Charpey (26),,,492,2.01,20688,7,34
CHASTEL-ARNAUD,26080,Moins de 500 habitants,Chastel-Arnaud,Chastel-Arnaud (26),,,21,1.64,0,10,13
CHATEAUNEUF-DE-BORDETTE,26082,Moins de 500 habitants,Châteauneuf-de-Bordette,Châteauneuf-de-Bordette (26),,,46,1.68,0,10,9
CHATEAUNEUF-DE-GALAURE,26083,Entre 1 000 et  3 499 habitants,Châteauneuf-de-Galaure,Châteauneuf-de-Galaure (26),,,618,1.80,18424,3,47
CHATEAUNEUF-SUR-ISERE,26084,Entre 3 500 et 9 999 habitants,Châteauneuf-sur-Isère,Châteauneuf-sur-Isère (26),20.0,0.05,1448,1.99,20807,7,36
CHATILLON-EN-DIOIS,26086,Entre 500 et 999 habitants,Châtillon-en-Diois,Châtillon-en-Diois (26),,,285,1.55,18236,3,230
CHATILLON-SAINT-JEAN,26087,Entre 1 000 et  3 499 habitants,Châtillon-Saint-Jean,Châtillon-Saint-Jean (26),,,495,2.03,20089,6,9
CHATUZANGE-LE-GOUBET,26088,Entre 3 500 et 9 999 habitants,Chatuzange-le-Goubet,Chatuzange-le-Goubet (26),20.0,0.07,2004,1.99,21306,7,35
CHAUDEBONNE,26089,Moins de 500 habitants,Chaudebonne,Chaudebonne (26),,,25,1.72,0,10,28
CHAUVAC - LAUX MONTAUX,26091,Moins de 500 habitants,Chauvac-Laux-Montaux,Chauvac-Laux-Montaux (26),,,28,1.64,0,10,25
CHAVANNES,26092,Entre 500 et 999 habitants,Chavannes,Chavannes (26),,,243,2.01,19883,6,6
CLAVEYSON,26094,Entre 500 et 999 habitants,Claveyson,Claveyson (26),,,354,1.92,19110,5,30
CLEON-D'ANDRAN,26095,Entre 500 et 999 habitants,Cléon-d'Andran,Cléon-d'Andran (26),,,392,1.78,19396,5,25
CLIOUSCLAT,26097,Entre 500 et 999 habitants,Cliousclat,Cliousclat (26),,,259,2.00,21339,7,30
COBONNE,26098,Moins de 500 habitants,Cobonne,Cobonne (26),,,76,2.06,17757,2,9
COLONZELLE,26099,Moins de 500 habitants,Colonzelle,Colonzelle (26),,,198,1.94,20358,6,54
COMBOVIN,26100,Moins de 500 habitants,Combovin,Combovin (26),,,184,1.82,20614,7,34
COMPS,26101,Moins de 500 habitants,Comps,Comps (26),,,72,1.94,17962,3,23
CONDORCET,26103,Moins de 500 habitants,Condorcet,Condorcet (26),,,191,1.77,16148,1,46
CORNILLAC,26104,Moins de 500 habitants,Cornillac,Cornillac (26),,,41,1.43,0,10,28
CORNILLON-SUR-L'OULE,26105,Moins de 500 habitants,Cornillon-sur-l'Oule,Cornillon-sur-l'Oule (26),,,54,1.43,0,10,30
COUCOURDE (LA ),26106,Entre 1 000 et  3 499 habitants,La Coucourde,La Coucourde (26),,,390,2.02,19193,5,12
CREST,26108,Entre 3 500 et 9 999 habitants,Crest,Crest (26),,,3864,1.67,17705,2,209
CROZES-HERMITAGE,26110,Entre 500 et 999 habitants,Crozes-Hermitage,Crozes-Hermitage (26),,,214,2.11,22888,9,5
CRUPIES,26111,Moins de 500 habitants,Crupies,Crupies (26),,,40,1.81,0,10,28
DIE,26113,Entre 3 500 et 9 999 habitants,Die,Die (26),,,2199,1.64,18187,3,337
DIEULEFIT,26114,Entre 1 000 et  3 499 habitants,Dieulefit,Dieulefit (26),,,1431,1.61,19300,5,336
DIVAJEU,26115,Entre 500 et 999 habitants,Divajeu,Divajeu (26),,,232,1.96,20214,6,15
ECHEVIS,26117,Moins de 500 habitants,Échevis,Échevis (26),,,29,1.74,0,10,9
EPINOUZE,26118,Entre 1 000 et  3 499 habitants,Épinouze,Épinouze (26),,,612,2.01,19735,5,23
ESPELUCHE,26121,Entre 1 000 et  3 499 habitants,Espeluche,Espeluche (26),,,427,1.93,21209,7,22
ESPENEL,26122,Moins de 500 habitants,Espenel,Espenel (26),,,68,1.89,18842,4,37
ETOILE-SUR-RHONE,26124,Entre 3 500 et 9 999 habitants,Étoile-sur-Rhône,Étoile-sur-Rhône (26),20.0,0.10,2023,1.98,21198,7,52
EURRE,26125,Entre 1 000 et  3 499 habitants,Eurre,Eurre (26),,,480,1.95,21410,7,36
EYGALAYES,26126,Moins de 500 habitants,Eygalayes,Eygalayes (26),,,39,1.53,0,10,56
EYGLUY-ESCOULIN,26128,Moins de 500 habitants,Eygluy-Escoulin,Eygluy-Escoulin (26),,,24,1.81,0,10,38
EYMEUX,26129,Entre 1 000 et  3 499 habitants,Eymeux,Eymeux (26),,,381,2.13,20703,7,13
EYROLES,26130,Moins de 500 habitants,Eyroles,Eyroles (26),,,12,1.68,0,10,2
FAY-LE-CLOS,26133,Moins de 500 habitants,Fay-le-Clos,Fay-le-Clos (26),,,76,1.76,19935,6,10
FELINES-SUR-RIMANDOULE,26134,Moins de 500 habitants,Félines-sur-Rimandoule,Félines-sur-Rimandoule (26),,,32,1.84,0,10,13
FERRASSIERES,26135,Moins de 500 habitants,Ferrassières,Ferrassières (26),,,61,1.63,15700,1,42
FRANCILLON-SUR-ROUBION,26137,Moins de 500 habitants,Francillon-sur-Roubion,Francillon-sur-Roubion (26),,,78,1.76,18080,3,36
VILLE-DI-PIETRABUGNO,2B353,Entre 3 500 et 9 999 habitants,Ville-di-Pietrabugno,Ville-di-Pietrabugno (2B),25.0,0.00,1658,1.76,24183,9,173
VIVARIO,2B354,Entre 500 et 999 habitants,Vivario,Vivario (2B),,,196,1.62,18516,3,106
VOLPAJOLA,2B355,Moins de 500 habitants,Volpajola,Volpajola (2B),,,175,2.01,18062,3,58
ZALANA,2B356,Moins de 500 habitants,Zalana,Zalana (2B),,,72,1.60,0,10,67
ZILIA,2B361,Moins de 500 habitants,Zilia,Zilia (2B),,,126,1.87,14797,1,93
ZUANI,2B364,Moins de 500 habitants,Zuani,Zuani (2B),,,18,1.43,0,10,33
SAN-GAVINO-DI-FIUMORBO,2B365,Moins de 500 habitants,San-Gavino-di-Fiumorbo,San-Gavino-di-Fiumorbo (2B),,,76,1.63,14696,1,77
CHISA,2B366,Moins de 500 habitants,Chisa,Chisa (2B),,,54,1.56,0,10,70
AIGALIERS,30001,Entre 500 et 999 habitants,Aigaliers,Aigaliers (30),,,192,1.99,19361,5,61
AIGREMONT,30002,Entre 500 et 999 habitants,Aigremont,Aigremont (30),,,283,1.92,18562,3,40
AIGUES-MORTES,30003,Entre 3 500 et 9 999 habitants,Aigues-Mortes,Aigues-Mortes (30),,,3745,1.81,19048,4,470
AIGUES-VIVES,30004,Entre 1 000 et  3 499 habitants,Aigues-Vives,Aigues-Vives (30),,,1261,1.93,20715,7,110
AIGUEZE,30005,Moins de 500 habitants,Aiguèze,Aiguèze (30),,,100,1.74,18585,3,50
AIMARGUES,30006,Entre 3 500 et 9 999 habitants,Aimargues,Aimargues (30),,,2029,1.96,18675,4,84
ALES,30007,Entre 20 000 et 49 999 habitants,Alès,Alès (30),,,20827,1.61,15778,1,518
ALLEGRE-FUMADES (LES ),30008,Entre 500 et 999 habitants,Allègre-les-Fumades,Allègre-les-Fumades (30),,,387,1.80,17608,2,259
ALZON,30009,Moins de 500 habitants,Alzon,Alzon (30),,,108,1.56,15789,1,134
ANDUZE,30010,Entre 1 000 et  3 499 habitants,Anduze,Anduze (30),,,1589,1.62,16817,1,264
ANGLES (LES ),30011,Entre 3 500 et 9 999 habitants,Les Angles,Les Angles (30),25.0,0.08,4132,1.66,22620,8,101
ARAMON,30012,Entre 3 500 et 9 999 habitants,Aramon,Aramon (30),,,1674,1.87,19982,6,54
ARGILLIERS,30013,Moins de 500 habitants,Argilliers,Argilliers (30),,,165,2.17,19889,6,13
ARPAILLARGUES-ET-AUREILLAC,30014,Entre 1 000 et  3 499 habitants,Arpaillargues-et-Aureillac,Arpaillargues-et-Aureillac (30),,,440,1.93,19446,5,71
ARPHY,30015,Moins de 500 habitants,Arphy,Arphy (30),,,97,1.54,16914,1,92
ARRE,30016,Moins de 500 habitants,Arre,Arre (30),,,151,1.73,16831,1,67
ARRIGAS,30017,Moins de 500 habitants,Arrigas,Arrigas (30),,,105,1.68,16111,1,109
ASPERES,30018,Entre 500 et 999 habitants,Aspères,Aspères (30),,,212,1.95,18978,4,19
AUBAIS,30019,Entre 1 000 et  3 499 habitants,Aubais,Aubais (30),,,1044,1.89,21068,7,120
AUBORD,30020,Entre 1 000 et  3 499 habitants,Aubord,Aubord (30),,,916,2.03,20996,7,12
AUBUSSARGUES,30021,Moins de 500 habitants,Aubussargues,Aubussargues (30),,,144,1.89,19567,5,44
AUJAC,30022,Moins de 500 habitants,Aujac,Aujac (30),,,92,1.64,15836,1,85
AULAS,30024,Moins de 500 habitants,Aulas,Aulas (30),,,231,1.74,17948,3,70
AUMESSAS,30025,Moins de 500 habitants,Aumessas,Aumessas (30),,,121,1.62,15174,1,207
BAGARD,30027,Entre 1 000 et  3 499 habitants,Bagard,Bagard (30),,,1010,1.89,18886,4,44
BARJAC,30029,Entre 1 000 et  3 499 habitants,Barjac,Barjac (30),,,751,1.66,17592,2,143
BARON,30030,Moins de 500 habitants,Baron,Baron (30),,,143,1.99,19448,5,27
BASTIDE-D'ENGRAS (LA ),30031,Moins de 500 habitants,La Bastide-d'Engras,La Bastide-d'Engras (30),,,88,1.67,18617,4,40
BEAUCAIRE,30032,Entre 10 000 et 19 999 habitants,Beaucaire,Beaucaire (30),,,6398,1.94,16023,1,73
BEAUVOISIN,30033,Entre 3 500 et 9 999 habitants,Beauvoisin,Beauvoisin (30),,,1723,1.99,19382,5,74
BELLEGARDE,30034,Entre 3 500 et 9 999 habitants,Bellegarde,Bellegarde (30),,,2650,1.94,18767,4,28
BERNIS,30036,Entre 1 000 et  3 499 habitants,Bernis,Bernis (30),,,1279,1.96,19991,6,34
BESSEGES,30037,Entre 1 000 et  3 499 habitants,Bessèges,Bessèges (30),,,1503,1.57,15028,1,176
BEZ-ET-ESPARON,30038,Moins de 500 habitants,Bez-et-Esparon,Bez-et-Esparon (30),,,164,1.67,16772,1,105
BLANDAS,30040,Moins de 500 habitants,Blandas,Blandas (30),,,64,1.64,17123,2,47
BLAUZAC,30041,Entre 1 000 et  3 499 habitants,Blauzac,Blauzac (30),,,448,1.98,21227,7,126
BOISSET-ET-GAUJAC,30042,Entre 1 000 et  3 499 habitants,Boisset-et-Gaujac,Boisset-et-Gaujac (30),,,969,1.93,18150,3,50
BOISSIERES,30043,Entre 500 et 999 habitants,Boissières,Boissières (30),,,206,2.05,23019,9,11
BONNEVAUX,30044,Moins de 500 habitants,Bonnevaux,Bonnevaux (30),,,55,1.75,0,10,40
BOUCOIRAN-ET-NOZIERES,30046,Entre 500 et 999 habitants,Boucoiran-et-Nozières,Boucoiran-et-Nozières (30),,,364,1.86,17091,2,41
BOUILLARGUES,30047,Entre 3 500 et 9 999 habitants,Bouillargues,Bouillargues (30),20.0,0.04,2515,1.96,20764,7,30
BOURDIC,30049,Moins de 500 habitants,Bourdic,Bourdic (30),,,160,1.98,21253,7,39
BRAGASSARGUES,30050,Moins de 500 habitants,Bragassargues,Bragassargues (30),,,62,1.84,19130,5,17
BRANOUX-LES-TAILLADES,30051,Entre 1 000 et  3 499 habitants,Branoux-les-Taillades,Branoux-les-Taillades (30),,,624,1.78,17099,2,125
BREAU-ET-SALAGOSSE,30052,Moins de 500 habitants,Bréau-et-Salagosse,Bréau-et-Salagosse (30),,,194,1.81,16923,1,138
BROUZET-LES-QUISSAC,30054,Moins de 500 habitants,Brouzet-lès-Quissac,Brouzet-lès-Quissac (30),,,109,1.95,18019,3,22
BROUZET-LES-ALES,30055,Entre 500 et 999 habitants,Brouzet-lès-Alès,Brouzet-lès-Alès (30),,,281,1.81,18574,3,42
BRUGUIERE (LA ),30056,Moins de 500 habitants,La Bruguière,La Bruguière (30),,,133,1.92,18957,4,66
CADIERE-ET-CAMBO (LA ),30058,Moins de 500 habitants,La Cadière-et-Cambo,La Cadière-et-Cambo (30),,,109,1.82,15885,1,33
CAILAR(LE),30059,Entre 1 000 et  3 499 habitants,Le Cailar,Le Cailar (30),,,999,1.89,20124,6,82
CALMETTE (LA ),30061,Entre 1 000 et  3 499 habitants,La Calmette,La Calmette (30),,,900,1.83,19173,5,24
CALVISSON,30062,Entre 3 500 et 9 999 habitants,Calvisson,Calvisson (30),,,2141,1.97,20915,7,80
CAMPESTRE-ET-LUC,30064,Moins de 500 habitants,Campestre-et-Luc,Campestre-et-Luc (30),,,72,1.30,14071,1,74
CANAULES-ET-ARGENTIERES,30065,Moins de 500 habitants,Canaules-et-Argentières,Canaules-et-Argentières (30),,,148,1.92,16751,1,27
CAPELLE-ET-MASMOLENE (LA ),30067,Moins de 500 habitants,La Capelle-et-Masmolène,La Capelle-et-Masmolène (30),,,187,1.87,18439,3,55
CARDET,30068,Entre 500 et 999 habitants,Cardet,Cardet (30),,,356,1.89,17414,2,46
CARNAS,30069,Moins de 500 habitants,Carnas,Carnas (30),,,191,1.84,20081,6,46
CARSAN,30070,Entre 500 et 999 habitants,Carsan,Carsan (30),,,271,1.96,21223,7,28
CASSAGNOLES,30071,Moins de 500 habitants,Cassagnoles,Cassagnoles (30),,,171,2.00,20989,7,28
CASTILLON-DU-GARD,30073,Entre 1 000 et  3 499 habitants,Castillon-du-Gard,Castillon-du-Gard (30),,,637,1.86,21476,7,80
CAUSSE-BEGON,30074,Moins de 500 habitants,Causse-Bégon,Causse-Bégon (30),,,7,1.25,0,10,2
CAVEIRAC,30075,Entre 3 500 et 9 999 habitants,Caveirac,Caveirac (30),20.0,0.02,1600,1.93,22624,8,15
CAVILLARGUES,30076,Entre 500 et 999 habitants,Cavillargues,Cavillargues (30),,,348,1.85,19895,6,53
CHAMBON,30079,Moins de 500 habitants,Chambon,Chambon (30),,,147,1.74,17366,2,162
CHAMBORIGAUD,30080,Entre 500 et 999 habitants,Chamborigaud,Chamborigaud (30),,,407,1.57,17492,2,160
CLARENSAC,30082,Entre 3 500 et 9 999 habitants,Clarensac,Clarensac (30),20.0,0.03,1564,2.04,21401,7,26
CODOGNAN,30083,Entre 1 000 et  3 499 habitants,Codognan,Codognan (30),,,1000,1.92,20933,7,39
COLLIAS,30085,Entre 1 000 et  3 499 habitants,Collias,Collias (30),,,492,1.82,20126,6,189
COLLORGUES,30086,Entre 500 et 999 habitants,Collorgues,Collorgues (30),,,220,1.98,19413,5,38
COLOGNAC,30087,Moins de 500 habitants,Colognac,Colognac (30),,,91,1.64,17167,2,122
COMPS,30089,Entre 1 000 et  3 499 habitants,Comps,Comps (30),,,665,2.00,19425,5,21
CONCOULES,30090,Moins de 500 habitants,Concoules,Concoules (30),,,120,1.50,19208,5,177
CONGENIES,30091,Entre 1 000 et  3 499 habitants,Congénies,Congénies (30),,,658,1.97,21027,7,53
CONNAUX,30092,Entre 1 000 et  3 499 habitants,Connaux,Connaux (30),,,711,1.81,21259,7,23
CORBES,30094,Moins de 500 habitants,Corbès,Corbès (30),,,76,1.67,16032,1,22
CORCONNE,30095,Entre 500 et 999 habitants,Corconne,Corconne (30),,,232,1.77,20068,6,77
COURRY,30097,Moins de 500 habitants,Courry,Courry (30),,,142,1.70,17312,2,60
CRESPIAN,30098,Moins de 500 habitants,Crespian,Crespian (30),,,149,2.01,19511,5,19
CRUVIERS-LASCOURS,30100,Entre 500 et 999 habitants,Cruviers-Lascours,Cruviers-Lascours (30),,,260,2.04,19190,5,30
DEAUX,30101,Entre 500 et 999 habitants,Deaux,Deaux (30),,,257,1.98,20217,6,14
SANCOINS,18242,Entre 1 000 et  3 499 habitants,Sancoins,Sancoins (18),,,1543,1.62,16754,1,121
SANTRANGES,18243,Moins de 500 habitants,Santranges,Santranges (18),,,193,1.80,18598,4,107
SAUGY,18244,Moins de 500 habitants,Saugy,Saugy (18),,,36,1.86,0,10,6
SAULZAIS-LE-POTIER,18245,Entre 500 et 999 habitants,Saulzais-le-Potier,Saulzais-le-Potier (18),,,217,1.71,17932,3,61
SAVIGNY-EN-SANCERRE,18246,Entre 1 000 et  3 499 habitants,Savigny-en-Sancerre,Savigny-en-Sancerre (18),,,478,1.75,19236,5,176
SAVIGNY-EN-SEPTAINE,18247,Entre 500 et 999 habitants,Savigny-en-Septaine,Savigny-en-Septaine (18),,,284,1.97,21435,7,13
SENNECAY,18248,Moins de 500 habitants,Senneçay,Senneçay (18),,,177,2.01,21230,7,4
SENS-BEAUJEU,18249,Moins de 500 habitants,Sens-Beaujeu,Sens-Beaujeu (18),,,190,1.68,18687,4,105
SERRUELLES,18250,Moins de 500 habitants,Serruelles,Serruelles (18),,,27,1.94,0,10,5
SEVRY,18251,Moins de 500 habitants,Sévry,Sévry (18),,,29,2.13,0,10,12
SIDIAILLES,18252,Moins de 500 habitants,Sidiailles,Sidiailles (18),,,162,1.55,17183,2,69
SOULANGIS,18253,Moins de 500 habitants,Soulangis,Soulangis (18),,,186,2.00,22571,8,10
SOYE-EN-SEPTAINE,18254,Entre 500 et 999 habitants,Soye-en-Septaine,Soye-en-Septaine (18),,,229,1.97,23934,9,5
SUBDRAY (LE ),18255,Entre 1 000 et  3 499 habitants,Le Subdray,Le Subdray (18),,,343,2.10,25707,9,10
SUBLIGNY,18256,Moins de 500 habitants,Subligny,Subligny (18),,,151,1.76,18510,3,58
SURY-PRES-LERE,18257,Entre 500 et 999 habitants,Sury-près-Léré,Sury-près-Léré (18),,,246,1.97,21133,7,72
SURY-EN-VAUX,18258,Entre 500 et 999 habitants,Sury-en-Vaux,Sury-en-Vaux (18),,,280,1.80,22514,8,90
SURY-ES-BOIS,18259,Moins de 500 habitants,Sury-ès-Bois,Sury-ès-Bois (18),,,134,1.57,17652,2,73
TENDRON,18260,Moins de 500 habitants,Tendron,Tendron (18),,,42,2.17,14896,1,6
THAUMIERS,18261,Moins de 500 habitants,Thaumiers,Thaumiers (18),,,176,1.83,18077,3,74
THAUVENAY,18262,Moins de 500 habitants,Thauvenay,Thauvenay (18),,,156,1.83,19007,4,61
THENIOUX,18263,Entre 500 et 999 habitants,Thénioux,Thénioux (18),,,295,1.79,18964,4,49
THOU,18264,Moins de 500 habitants,Thou,Thou (18),,,36,1.82,0,10,17
TORTERON,18265,Entre 500 et 999 habitants,Torteron,Torteron (18),,,376,1.76,18322,3,69
TOUCHAY,18266,Moins de 500 habitants,Touchay,Touchay (18),,,119,1.53,19127,5,57
TROUY,18267,Entre 3 500 et 9 999 habitants,Trouy,Trouy (18),,,1558,1.93,22858,9,9
UZAY-LE-VENON,18268,Moins de 500 habitants,Uzay-le-Venon,Uzay-le-Venon (18),,,181,1.82,19536,5,45
VAILLY-SUR-SAULDRE,18269,Entre 500 et 999 habitants,Vailly-sur-Sauldre,Vailly-sur-Sauldre (18),,,422,1.41,18107,3,56
VASSELAY,18271,Entre 1 000 et  3 499 habitants,Vasselay,Vasselay (18),,,521,1.98,22706,8,24
VEAUGUES,18272,Entre 500 et 999 habitants,Veaugues,Veaugues (18),,,295,1.74,19256,5,71
VERDIGNY,18274,Moins de 500 habitants,Verdigny,Verdigny (18),,,140,1.80,28748,10,24
VEREAUX,18275,Moins de 500 habitants,Vereaux,Vereaux (18),,,74,1.70,18761,4,29
VERNAIS,18276,Moins de 500 habitants,Vernais,Vernais (18),,,86,1.90,18697,4,22
VERNEUIL,18277,Moins de 500 habitants,Verneuil,Verneuil (18),,,15,1.33,0,10,7
VIERZON,18279,Entre 20 000 et 49 999 habitants,Vierzon,Vierzon (18),,,12825,1.67,17248,2,399
VIGNOUX-SOUS-LES-AIX,18280,Entre 500 et 999 habitants,Vignoux-sous-les-Aix,Vignoux-sous-les-Aix (18),,,284,1.92,21420,7,24
VILLABON,18282,Entre 500 et 999 habitants,Villabon,Villabon (18),,,227,1.97,19946,6,23
VILLECELIN,18283,Moins de 500 habitants,Villecelin,Villecelin (18),,,42,1.77,0,10,17
VILLEGENON,18284,Moins de 500 habitants,Villegenon,Villegenon (18),,,103,1.63,17857,3,44
VILLENEUVE-SUR-CHER,18285,Moins de 500 habitants,Villeneuve-sur-Cher,Villeneuve-sur-Cher (18),,,187,1.94,20329,6,28
VILLEQUIERS,18286,Entre 500 et 999 habitants,Villequiers,Villequiers (18),,,216,1.83,19189,5,63
VINON,18287,Moins de 500 habitants,Vinon,Vinon (18),,,140,1.72,19832,6,65
VORNAY,18289,Entre 500 et 999 habitants,Vornay,Vornay (18),,,229,1.98,20173,6,25
VOUZERON,18290,Entre 500 et 999 habitants,Vouzeron,Vouzeron (18),,,211,1.80,21227,7,53
AIX,19002,Moins de 500 habitants,Aix,Aix (19),,,165,1.82,19723,5,52
ALBIGNAC,19003,Moins de 500 habitants,Albignac,Albignac (19),,,112,1.73,19313,5,23
ALBUSSAC,19004,Entre 500 et 999 habitants,Albussac,Albussac (19),,,316,1.77,18819,4,54
ALLASSAC,19005,Entre 3 500 et 9 999 habitants,Allassac,Allassac (19),20.0,0.06,1703,1.78,20039,6,169
ALTILLAC,19007,Entre 500 et 999 habitants,Altillac,Altillac (19),,,427,1.66,19874,6,189
AMBRUGEAT,19008,Moins de 500 habitants,Ambrugeat,Ambrugeat (19),,,104,1.60,19206,5,147
ARGENTAT,19010,Entre 1 000 et  3 499 habitants,Argentat,Argentat (19),,,1476,1.60,19068,5,199
ARNAC-POMPADOUR,19011,Entre 1 000 et  3 499 habitants,Arnac-Pompadour,Arnac-Pompadour (19),,,581,1.55,19181,5,124
ASTAILLAC,19012,Moins de 500 habitants,Astaillac,Astaillac (19),,,102,1.76,18649,4,44
AUBAZINE,19013,Entre 500 et 999 habitants,Aubazines,Aubazines (19),,,384,1.87,20991,7,78
AURIAC,19014,Moins de 500 habitants,Auriac,Auriac (19),,,116,1.71,16923,1,106
AYEN,19015,Entre 500 et 999 habitants,Ayen,Ayen (19),,,335,1.74,17666,2,141
BASSIGNAC-LE-BAS,19017,Moins de 500 habitants,Bassignac-le-Bas,Bassignac-le-Bas (19),,,40,1.77,0,10,27
BASSIGNAC-LE-HAUT,19018,Moins de 500 habitants,Bassignac-le-Haut,Bassignac-le-Haut (19),,,93,1.55,16384,1,44
BEAUMONT,19020,Moins de 500 habitants,Beaumont,Beaumont (19),,,59,1.63,19147,5,35
BELLECHASSAGNE,19021,Moins de 500 habitants,Bellechassagne,Bellechassagne (19),,,42,1.58,0,10,12
BENAYES,19022,Moins de 500 habitants,Benayes,Benayes (19),,,132,1.56,16925,1,55
BEYNAT,19023,Entre 1 000 et  3 499 habitants,Beynat,Beynat (19),,,552,1.76,18879,4,144
BEYSSAC,19024,Entre 500 et 999 habitants,Beyssac,Beyssac (19),,,250,1.77,18407,3,40
BEYSSENAC,19025,Moins de 500 habitants,Beyssenac,Beyssenac (19),,,159,1.88,17653,2,28
BONNEFOND,19027,Moins de 500 habitants,Bonnefond,Bonnefond (19),,,58,1.46,17548,2,73
BORT-LES-ORGUES,19028,Entre 1 000 et  3 499 habitants,Bort-les-Orgues,Bort-les-Orgues (19),,,1431,1.51,18323,3,180
BRANCEILLES,19029,Moins de 500 habitants,Branceilles,Branceilles (19),,,119,1.80,18025,3,73
BRIGNAC-LA-PLAINE,19030,Entre 500 et 999 habitants,Brignac-la-Plaine,Brignac-la-Plaine (19),,,394,1.93,19260,5,47
BRIVEZAC,19032,Moins de 500 habitants,Brivezac,Brivezac (19),,,95,1.58,17136,2,56
BUGEAT,19033,Entre 500 et 999 habitants,Bugeat,Bugeat (19),,,399,1.59,18809,4,269
CAMPS-SAINT-MATHURIN-LEOBAZEL,19034,Moins de 500 habitants,Camps-Saint-Mathurin-Léobazel,Camps-Saint-Mathurin-Léobazel (19),,,120,1.69,15544,1,41
CHABRIGNAC,19035,Entre 500 et 999 habitants,Chabrignac,Chabrignac (19),,,214,1.88,19603,5,48
CHAMBERET,19036,Entre 1 000 et  3 499 habitants,Chamberet,Chamberet (19),,,600,1.64,17163,2,241
CHAMEYRAT,19038,Entre 1 000 et  3 499 habitants,Chameyrat,Chameyrat (19),,,716,1.76,22354,8,60
CHAMPAGNAC-LA-NOAILLE,19039,Moins de 500 habitants,Champagnac-la-Noaille,Champagnac-la-Noaille (19),,,108,1.69,17811,2,86
CHAMPAGNAC-LA-PRUNE,19040,Moins de 500 habitants,Champagnac-la-Prune,Champagnac-la-Prune (19),,,86,1.79,17080,1,51
CHANTEIX,19042,Entre 500 et 999 habitants,Chanteix,Chanteix (19),,,248,1.86,20115,6,52
